,user,movie
175,17,575
176,17,1269
177,17,242
178,17,2781
179,17,2559
180,17,2162
181,17,879
182,17,580
183,17,1120
184,17,152
185,17,43
186,17,1500
187,17,1900
188,17,1108
189,17,1384
190,17,1904
191,17,3207
192,17,3023
193,17,2086
194,17,1962
195,17,702
196,17,1259
197,17,518
198,17,2058
199,17,1841
200,17,1912
201,17,2651
202,17,3166
203,17,1961
204,17,1022
205,18,2739
206,18,2436
207,18,2162
208,18,1915
209,18,1185
210,18,3459
211,18,1476
212,18,1178
213,18,1277
214,18,960
215,18,2710
216,18,1956
217,18,1598
218,18,1130
219,18,1601
220,18,2502
221,18,2445
222,18,2959
223,18,582
224,18,2488
225,18,320
226,18,2958
227,19,1556
228,19,1272
229,20,1182
230,21,2347
231,21,1439
232,21,1476
233,21,1773
234,21,2155
235,21,108
236,21,1941
237,21,1952
238,21,2181
239,21,320
240,21,1292
241,21,573
242,21,1873
243,21,1824
244,21,2823
245,21,106
246,21,471
247,21,737
248,21,174
249,21,3302
250,21,796
251,21,3670
252,21,466
253,21,1516
254,22,1305
255,22,3384
256,22,2744
257,22,1873
258,22,1778
259,22,3041
260,22,2855
261,22,652
262,22,3256
263,22,2557
264,22,2888
265,22,1276
266,22,2762
267,22,1175
268,22,2200
269,22,1485
270,22,156
271,22,1156
272,22,2063
273,22,537
274,22,3241
275,22,1445
276,22,3508
277,22,1137
278,22,2069
279,22,2556
280,22,1223
281,23,1135
282,23,1618
283,23,2590
284,23,3457
285,23,3238
286,23,1964
287,23,2888
288,23,858
289,23,2913
290,23,579
291,23,3126
292,24,1292
293,24,3475
294,24,144
295,24,1420
296,24,2480
297,24,3510
298,24,2957
299,24,2131
300,25,1106
301,25,2708
302,25,2554
303,25,2072
304,25,210
305,25,2055
306,25,737
307,25,477
308,25,230
309,25,1492
310,25,1352
311,25,1154
312,25,1281
313,25,1965
314,25,3273
315,25,418
316,25,1834
317,25,1925
318,25,2898
319,25,3050
320,25,1973
321,25,938
322,25,1025
323,25,3039
324,25,2842
325,25,399
326,25,1371
327,25,3590
328,25,665
329,25,334
330,25,426
331,25,745
332,25,3442
333,25,1872
334,25,2600
335,26,3488
336,26,847
337,26,2762
338,26,2097
339,26,2665
340,26,1175
341,27,138
342,27,3550
343,27,1288
344,28,2708
345,28,2665
346,28,3498
347,28,575
348,28,1406
349,28,1106
350,28,279
351,28,1132
352,28,20
353,29,2651
354,29,2374
355,30,1884
356,30,3292
357,30,2990
358,30,1189
359,30,2799
360,30,3216
361,30,1796
362,30,2214
363,31,2557
364,31,466
365,32,1007
366,32,1767
367,32,2983
368,32,287
369,32,947
370,32,3441
371,32,1817
372,32,2884
373,32,2368
374,32,3165
375,32,1899
376,32,2889
377,32,653
378,32,3272
379,32,2612
380,32,3113
381,32,2358
382,32,2357
383,32,1129
384,32,1053
385,32,2191
386,32,1120
387,32,849
388,32,33
389,32,2541
390,32,2886
391,32,2230
392,32,2707
393,32,284
394,32,2664
395,32,1137
396,32,869
397,32,1295
398,32,1537
399,32,1111
400,32,1516
401,32,1022
402,32,1157
403,32,963
404,32,2458
405,32,2542
406,32,107
407,32,842
408,33,3542
409,33,1618
410,33,1166
411,33,3040
412,33,3351
413,33,2599
414,33,3192
415,33,1107
416,33,2071
417,33,525
418,33,3129
419,33,2058
420,33,2276
421,33,483
422,33,1708
423,33,1178
424,33,2239
425,33,3132
426,33,343
427,33,1543
428,33,157
429,33,1900
430,34,2758
431,34,3433
432,34,3461
433,34,3569
434,34,2159
435,34,1766
436,34,1631
437,34,849
438,34,3439
439,34,963
440,34,1094
441,34,1008
442,34,347
443,34,3275
444,34,2231
445,34,1584
446,34,2409
447,34,1066
448,35,2383
449,35,2556
450,35,1277
451,35,2214
452,35,2480
453,35,2931
454,35,1152
455,35,3341
456,35,1420
457,35,574
458,35,159
459,35,3075
460,35,249
461,35,1877
462,35,1478
463,35,2053
464,35,1174
465,35,107
466,35,3129
467,35,1215
468,35,2959
469,35,2592
470,35,3192
471,35,1919
472,35,486
473,35,1832
474,35,2610
475,35,106
476,35,810
477,35,863
478,35,1986
479,36,627
480,36,2586
481,36,590
482,36,1767
483,36,3060
484,37,2384
485,37,3177
486,37,1353
487,37,327
488,37,1964
489,37,351
490,37,2312
491,37,62
492,38,2958
493,38,2959
494,38,2785
495,38,1104
496,38,2600
497,38,2651
498,39,1980
499,39,2543
500,39,3023
501,39,2610
502,40,3341
503,40,253
504,41,1196
505,41,527
506,41,1737
507,41,3515
508,41,1832
509,41,1935
510,41,2439
511,41,3462
512,41,1199
513,41,1959
514,41,31
515,41,357
516,41,2215
517,41,863
518,41,3130
519,41,2651
520,41,2462
521,41,367
522,41,2438
523,41,822
524,41,1165
525,41,2173
526,41,3503
527,42,2792
528,43,1772
529,43,3372
530,43,1993
531,43,575
532,43,1212
533,43,483
534,43,2278
535,43,3036
536,43,2639
537,43,1178
538,43,1007
539,43,1986
540,43,2268
541,43,529
542,43,3680
543,43,1120
544,43,858
545,43,1838
546,44,329
547,44,1873
548,44,2427
549,44,3283
550,44,1560
551,44,455
552,44,3035
553,44,1186
554,44,1336
555,44,269
556,44,1005
557,44,1439
558,44,3372
559,44,1083
560,44,1832
561,44,663
562,44,2519
563,44,2076
564,44,894
565,44,2146
566,44,2469
567,44,486
568,44,1708
569,45,3692
570,47,2708
571,47,2587
572,47,3192
573,47,1148
574,47,3229
575,47,364
576,47,2855
577,47,702
578,47,9
579,47,1507
580,47,574
581,47,3186
582,47,3375
583,47,3433
584,47,3216
585,47,35
586,47,1919
587,47,1877
588,47,1574
589,47,3368
590,47,1279
591,47,3167
592,47,3392
593,47,3030
594,47,2847
595,47,439
596,47,3520
597,47,2183
598,47,1303
599,47,2557
600,47,2216
601,47,1492
602,47,2285
603,47,2931
604,47,855
605,47,1539
606,47,3566
607,47,1545
608,47,3126
609,47,575
610,47,1428
611,47,249
612,47,954
613,47,2879
614,47,2610
615,47,2206
616,47,2926
617,47,3029
618,47,1191
619,47,1765
620,47,1788
621,47,1486
622,47,6
623,47,2231
624,47,1537
625,47,838
626,47,1476
627,47,3318
628,47,2440
629,47,3446
630,47,1943
631,47,2234
632,47,3429
633,47,63
634,47,330
635,48,1029
636,48,480
637,48,2086
638,48,2701
639,48,1275
640,48,1449
641,48,578
642,49,138
643,49,2120
644,49,3475
645,49,3512
646,49,466
647,49,3328
648,50,2203
649,50,2651
650,50,3178
651,50,3577
652,50,1574
653,51,5
654,51,2988
655,51,1325
656,51,1185
657,51,3701
658,51,1306
659,51,139
660,51,343
661,51,827
662,52,2296
663,52,20
664,52,1202
665,52,963
666,52,1478
667,52,1292
668,52,3360
669,52,2002
670,52,2415
671,52,3461
672,52,401
673,52,1095
674,52,1913
675,52,421
676,52,524
677,52,1738
678,52,1594
679,52,2096
680,52,1245
681,52,2346
682,52,499
683,52,1018
684,52,2203
685,52,3550
686,52,3590
687,52,2513
688,52,1150
689,52,796
690,52,3037
691,52,1116
692,52,2162
693,52,3276
694,52,1237
695,52,2404
696,52,2196
697,52,2592
698,52,2254
699,52,1179
700,52,1957
701,52,3328
702,52,287
703,52,740
704,52,44
705,52,1406
706,52,307
707,52,79
708,52,2775
709,52,2565
710,52,3031
711,52,2156
712,52,3036
713,52,144
714,52,2131
715,52,861
716,52,3412
717,52,1912
718,52,1915
719,52,182
720,52,1653
721,52,320
722,52,49
723,52,1853
724,52,443
725,52,2042
726,52,193
727,52,1204
728,52,639
729,52,2708
730,52,3685
731,53,3132
732,53,2898
733,54,3026
734,54,1618
735,55,1500
736,55,1581
737,55,1023
738,55,2557
739,56,1135
740,56,1109
741,56,3384
742,56,466
743,56,2599
744,56,3556
745,56,3251
746,56,1157
747,56,1166
748,57,156
749,57,1047
750,57,704
751,57,1258
752,57,317
753,57,2213
754,57,1029
755,57,1104
756,57,1183
757,57,1445
758,57,2959
759,57,1109
760,57,2488
761,57,346
762,57,1223
763,57,1274
764,57,2978
765,57,1848
766,57,2263
767,57,2216
768,57,2741
769,57,1306
770,57,1097
771,57,1924
772,57,1178
773,57,1814
774,57,1897
775,57,157
776,57,2944
777,57,971
778,57,1781
779,57,2217
780,57,2651
781,57,1593
782,58,1099
783,58,862
784,58,1158
785,58,1117
786,58,2873
787,58,56
788,58,367
789,58,890
790,58,3663
791,58,1127
792,58,1772
793,58,1104
794,58,841
795,58,2205
796,58,1208
797,58,917
798,58,35
799,58,3130
800,59,1492
801,59,0
802,59,1843
803,59,358
804,59,2830
805,59,1092
806,59,923
807,59,340
808,59,1714
809,60,3049
810,60,3405
811,60,3512
812,60,3583
813,60,2973
814,61,1307
815,61,1201
816,61,117
817,61,367
818,61,1964
819,61,2597
820,61,1312
821,61,2332
822,61,2738
823,61,1160
824,61,3389
825,61,2344
826,61,1154
827,61,1178
828,61,3283
829,61,904
830,61,1010
831,61,970
832,61,1174
833,61,3393
834,61,1184
835,61,1823
836,61,371
837,61,2281
838,61,2231
839,61,1829
840,61,3020
841,61,760
842,61,1485
843,61,894
844,61,1137
845,61,107
846,61,258
847,61,2978
848,61,1506
849,61,272
850,61,3460
851,61,136
852,61,1754
853,61,3596
854,61,1123
855,61,1356
856,61,578
857,61,1014
858,61,2524
859,62,2400
860,62,2476
861,62,2700
862,62,160
863,62,2007
864,62,2898
865,62,2375
866,63,2651
867,63,2495
868,64,466
869,64,2891
870,64,2213
871,64,2898
872,64,2742
873,64,370
874,64,1028
875,65,769
876,65,1954
877,65,106
878,66,841
879,66,900
880,66,847
881,66,1772
882,66,3443
883,67,1151
884,67,2162
885,67,3234
886,67,1212
887,67,0
888,67,1164
889,67,1178
890,67,1883
891,67,2785
892,67,3429
893,68,501
894,69,2202
895,69,2203
896,69,2501
897,69,3510
898,69,2621
899,70,2438
900,72,1272
901,72,3212
902,72,2209
903,72,2255
904,72,179
905,72,3206
906,72,1066
907,72,2375
908,72,2015
909,72,1821
910,72,367
911,72,1993
912,72,641
913,72,1258
914,72,3510
915,72,2206
916,72,3218
917,72,1476
918,72,2495
919,72,575
920,72,2958
921,72,1120
922,72,1271
923,72,2990
924,72,2082
925,72,1738
926,73,35
927,73,579
928,74,1375
929,74,85
930,74,580
931,74,745
932,74,18
933,74,1902
934,74,1567
935,74,2623
936,74,1739
937,74,1292
938,74,2820
939,75,3651
940,75,1414
941,75,3652
942,75,284
943,75,2931
944,75,3502
945,75,2197
946,75,3341
947,75,1563
948,76,2495
949,76,2675
950,77,965
951,77,2344
952,77,853
953,77,2785
954,77,329
955,77,3056
956,77,2400
957,77,2243
958,77,170
959,77,1899
960,77,989
961,77,1342
962,77,1336
963,77,554
964,77,3360
965,77,478
966,78,1729
967,78,3550
968,79,106
969,79,593
970,79,1878
971,79,576
972,79,639
973,80,843
974,80,1090
975,80,2975
976,80,1772
977,80,320
978,80,1128
979,81,53
980,81,2557
981,81,576
982,81,1294
983,81,417
984,81,60
985,81,3550
986,81,340
987,82,3301
988,82,2943
989,82,1873
990,82,3631
991,82,1912
992,82,1841
993,84,3277
994,85,594
995,85,352
996,85,2003
997,85,1826
998,85,1727
999,85,2958
1000,85,2511
1001,86,1306
1002,86,1288
1003,86,3153
1004,86,367
1005,87,3545
1006,87,1131
1007,87,466
1008,89,1348
1009,89,454
1010,89,92
1011,89,2426
1012,89,2142
1013,89,3186
1014,89,2311
1015,89,802
1016,89,2587
1017,89,1879
1018,89,49
1019,89,1292
1020,89,3650
1021,89,3617
1022,89,0
1023,89,572
1024,89,2701
1025,89,3155
1026,89,805
1027,89,3031
1028,89,382
1029,90,1892
1030,90,107
1031,90,3429
1032,90,1136
1033,90,851
1034,91,1953
1035,91,1016
1036,91,366
1037,91,2494
1038,91,1963
1039,91,2622
1040,91,1906
1041,91,3250
1042,91,1696
1043,91,581
1044,91,1306
1045,91,740
1046,91,1474
1047,91,661
1048,91,1877
1049,91,2278
1050,91,2404
1051,91,2865
1052,91,2490
1053,91,3279
1054,91,16
1055,91,232
1056,91,679
1057,91,2201
1058,91,1727
1059,91,1292
1060,91,2220
1061,91,283
1062,91,1817
1063,91,1050
1064,91,3177
1065,91,420
1066,91,106
1067,91,1912
1068,91,251
1069,91,1003
1070,91,3248
1071,91,1915
1072,91,544
1073,92,3508
1074,92,2438
1075,92,159
1076,92,1274
1077,92,1774
1078,92,3460
1079,92,3461
1080,92,354
1081,92,2613
1082,92,1468
1083,92,1981
1084,92,702
1085,92,1292
1086,92,2229
1087,92,1456
1088,92,192
1089,94,2494
1090,94,35
1091,94,2160
1092,94,347
1093,94,466
1094,94,3031
1095,94,71
1096,95,1295
1097,95,971
1098,95,155
1099,95,1260
1100,96,2785
1101,96,1817
1102,96,2368
1103,96,1191
1104,96,2111
1105,96,1252
1106,96,852
1107,96,892
1108,96,2976
1109,96,579
1110,96,3238
1111,96,2021
1112,96,1131
1113,96,1158
1114,96,287
1115,96,3460
1116,97,1120
1117,97,1158
1118,98,3282
1119,98,1848
1120,98,858
1121,98,3356
1122,98,3341
1123,98,3701
1124,98,3091
1125,99,339
1126,99,2370
1127,99,1306
1128,99,279
1129,100,366
1130,100,202
1131,100,2440
1132,100,3044
1133,100,3689
1134,100,1821
1135,101,1174
1136,101,869
1137,101,3072
1138,101,3314
1139,101,581
1140,101,2140
1141,101,872
1142,101,2941
1143,101,2739
1144,101,2495
1145,101,3626
1146,101,541
1147,101,1732
1148,101,851
1149,102,420
1150,102,2353
1151,102,3455
1152,102,2455
1153,102,2086
1154,102,87
1155,102,699
1156,102,503
1157,102,106
1158,102,3043
1159,104,3699
1160,104,805
1161,104,541
1162,104,1124
1163,104,1288
1164,104,1848
1165,104,1106
1166,104,1120
1167,104,3591
1168,105,1022
1169,105,1099
1170,105,1899
1171,105,1537
1172,106,713
1173,106,1574
1174,106,3461
1175,106,1769
1176,106,1136
1177,106,1840
1178,106,1180
1179,106,2005
1180,106,1108
1181,107,259
1182,107,1052
1183,108,2586
1184,108,1398
1185,108,1275
1186,108,963
1187,108,3132
1188,109,466
1189,109,758
1190,109,3459
1191,109,1123
1192,109,138
1193,109,1508
1194,109,593
1195,109,3075
1196,109,3701
1197,109,3220
1198,110,2565
1199,110,466
1200,110,49
1201,110,2864
1202,110,1271
1203,110,357
1204,110,1066
1205,110,1259
1206,110,1575
1207,111,1897
1208,111,708
1209,111,2820
1210,112,1406
1211,112,3637
1212,112,2455
1213,112,3059
1214,112,3178
1215,112,1913
1216,112,3301
1217,113,1116
1218,113,572
1219,113,3238
1220,113,1852
1221,113,965
1222,113,601
1223,113,1269
1224,113,858
1225,113,2944
1226,113,1900
1227,113,1025
1228,113,947
1229,115,1815
1230,115,1018
1231,115,1025
1232,116,166
1233,116,0
1234,116,2505
1235,116,704
1236,116,339
1237,116,2426
1238,116,2511
1239,116,3209
1240,116,3462
1241,116,3420
1242,116,3613
1243,116,2592
1244,116,1011
1245,116,2670
1246,116,2201
1247,116,1873
1248,116,2557
1249,116,1916
1250,116,428
1251,116,1134
1252,116,1911
1253,116,1820
1254,116,578
1255,116,1544
1256,116,2463
1257,116,3238
1258,116,1822
1259,116,3459
1260,116,1476
1261,116,1478
1262,116,1862
1263,116,863
1264,116,2334
1265,116,1605
1266,116,2414
1267,116,2803
1268,116,966
1269,116,2660
1270,116,1934
1271,116,595
1272,116,1292
1273,116,1120
1274,116,1959
1275,116,2958
1276,116,1930
1277,117,493
1278,117,370
1279,117,786
1280,117,1820
1281,117,2212
1282,117,1944
1283,117,92
1284,117,1007
1285,117,2866
1286,117,2082
1287,117,3498
1288,117,3192
1289,117,2203
1290,117,538
1291,117,3398
1292,117,108
1293,117,1743
1294,117,1277
1295,117,3294
1296,118,2494
1297,118,2230
1298,118,2496
1299,118,2783
1300,118,2515
1301,118,2972
1302,118,2700
1303,118,2792
1304,118,38
1305,118,967
1306,118,354
1307,118,1739
1308,118,956
1309,119,1129
1310,119,107
1311,119,2651
1312,119,1132
1313,119,1190
1314,119,1143
1315,119,1138
1316,119,1117
1317,119,3510
1318,120,1453
1319,120,652
1320,120,3672
1321,121,699
1322,121,3461
1323,121,358
1324,121,2866
1325,122,3172
1326,122,3566
1327,122,2484
1328,122,579
1329,122,1131
1330,122,1117
1331,122,2857
1332,122,847
1333,122,2952
1334,122,1483
1335,122,3261
1336,122,3548
1337,122,3031
1338,122,2747
1339,122,1327
1340,122,2124
1341,122,1305
1342,122,1113
1343,122,2779
1344,122,1940
1345,122,2523
1346,122,2020
1347,122,1820
1348,122,1207
1349,122,3292
1350,122,1124
1351,122,1537
1352,122,1563
1353,122,3232
1354,122,1154
1355,122,3114
1356,122,2886
1357,122,2586
1358,122,1189
1359,122,2215
1360,122,49
1361,122,3601
1362,122,2078
1363,122,2414
1364,122,702
1365,122,0
1366,122,2062
1367,122,2262
1368,122,2077
1369,122,2565
1370,122,1732
1371,122,2544
1372,122,35
1373,122,844
1374,122,627
1375,122,1618
1376,122,1536
1377,122,340
1378,122,1177
1379,122,2351
1380,122,2118
1381,122,1710
1382,122,2214
1383,122,3604
1384,122,3457
1385,122,1877
1386,122,854
1387,122,2623
1388,124,578
1389,125,2058
1390,126,3186
1391,126,1212
1392,126,2401
1393,126,1979
1394,126,3305
1395,126,575
1396,126,3578
1397,126,3607
1398,126,1737
1399,126,3649
1400,126,928
1401,126,1258
1402,126,1124
1403,126,1277
1404,126,1292
1405,128,1705
1406,128,1406
1407,128,1449
1408,128,2264
1409,128,1052
1410,128,2198
1411,128,1877
1412,128,1175
1413,128,2941
1414,128,453
1415,128,1108
1416,128,1107
1417,128,1124
1418,128,1091
1419,128,1584
1420,129,2438
1421,129,358
1422,129,3286
1423,129,1288
1424,129,541
1425,129,2264
1426,129,20
1427,130,2378
1428,130,354
1429,130,2651
1430,130,1185
1431,130,1536
1432,130,46
1433,130,2493
1434,130,1092
1435,130,593
1436,130,728
1437,130,3028
1438,130,1656
1439,130,1114
1440,130,1155
1441,130,838
1442,130,3022
1443,130,38
1444,130,1593
1445,130,170
1446,130,1134
1447,130,2202
1448,130,1110
1449,130,1159
1450,130,1100
1451,130,2683
1452,130,3504
1453,131,3165
1454,131,1449
1455,131,1788
1456,131,649
1457,131,3691
1458,131,1007
1459,132,1645
1460,132,2415
1461,132,1486
1462,132,31
1463,132,2502
1464,132,1778
1465,132,2136
1466,132,2400
1467,132,2765
1468,132,1662
1469,132,3368
1470,132,3599
1471,132,2351
1472,132,2160
1473,132,3328
1474,132,2699
1475,132,3204
1476,132,610
1477,132,1712
1478,132,1279
1479,133,2558
1480,133,3032
1481,133,343
1482,133,480
1483,133,167
1484,133,2672
1485,133,1297
1486,133,1406
1487,133,460
1488,133,1614
1489,133,1848
1490,133,972
1491,133,1286
1492,133,2141
1493,133,1190
1494,133,3508
1495,133,3550
1496,133,319
1497,133,369
1498,133,3582
1499,133,498
1500,133,3651
1501,134,2399
1502,134,3550
1503,134,2518
1504,134,2633
1505,134,2346
1506,134,2558
1507,134,3383
1508,134,2201
1509,135,1104
1510,135,535
1511,135,1729
1512,135,1098
1513,135,2651
1514,135,1178
1515,135,989
1516,135,2463
1517,135,2227
1518,135,358
1519,135,2785
1520,135,217
1521,135,2718
1522,135,1485
1523,135,1541
1524,135,1781
1525,135,967
1526,135,1314
1527,135,3161
1528,135,769
1529,135,2878
1530,135,957
1531,135,3245
1532,135,1160
1533,135,3155
1534,135,2710
1535,135,1384
1536,135,1106
1537,135,1774
1538,135,573
1539,136,3023
1540,136,2176
1541,136,1420
1542,136,1986
1543,136,2415
1544,136,493
1545,136,2078
1546,136,49
1547,136,2666
1548,136,68
1549,136,1613
1550,136,1566
1551,136,495
1552,136,1833
1553,136,346
1554,136,737
1555,137,1123
1556,137,2347
1557,137,1137
1558,137,3246
1559,137,284
1560,137,49
1561,137,46
1562,138,841
1563,138,1107
1564,138,713
1565,138,3451
1566,138,541
1567,138,581
1568,138,1184
1569,138,1059
1570,138,2757
1571,138,0
1572,138,1247
1573,138,1909
1574,138,1128
1575,138,2168
1576,138,3248
1577,138,574
1578,138,2775
1579,138,174
1580,138,3209
1581,138,1899
1582,138,3429
1583,138,106
1584,138,1111
1585,138,287
1586,138,1980
1587,138,309
1588,138,253
1589,139,885
1590,139,2732
1591,139,398
1592,139,857
1593,140,16
1594,140,3508
1595,141,253
1596,141,2795
1597,141,216
1598,141,2683
1599,142,1927
1600,142,2557
1601,142,9
1602,142,2785
1603,142,3510
1604,142,106
1605,142,1848
1606,143,3510
1607,144,2202
1608,144,2126
1609,144,2511
1610,144,2654
1611,144,441
1612,144,2495
1613,145,2872
1614,145,2030
1615,145,1826
1616,145,881
1617,145,253
1618,145,1161
1619,145,527
1620,145,758
1621,145,893
1622,145,2775
1623,145,347
1624,145,3186
1625,145,2383
1626,145,894
1627,145,989
1628,145,1109
1629,145,2586
1630,145,3153
1631,145,1295
1632,145,3134
1633,145,2236
1634,145,1209
1635,145,1575
1636,145,1097
1637,145,3610
1638,145,1021
1639,145,2443
1640,145,3394
1641,145,1138
1642,145,3341
1643,145,1007
1644,146,702
1645,146,1428
1646,146,2898
1647,146,1563
1648,146,939
1649,146,1215
1650,146,1003
1651,146,259
1652,146,2748
1653,146,2228
1654,146,1703
1655,146,330
1656,146,3050
1657,146,3049
1658,146,1148
1659,146,9
1660,147,2496
1661,147,1942
1662,147,1094
1663,147,544
1664,147,250
1665,147,163
1666,147,741
1667,147,454
1668,147,486
1669,147,31
1670,147,2178
1671,147,3277
1672,147,1972
1673,147,517
1674,147,2665
1675,147,1161
1676,147,1276
1677,147,2779
1678,147,2177
1679,147,2142
1680,147,1108
1681,147,307
1682,147,3295
1683,147,579
1684,147,2599
1685,147,575
1686,147,850
1687,147,2274
1688,147,1919
1689,147,954
1690,147,2211
1691,147,253
1692,147,910
1693,147,1774
1694,147,2622
1695,147,2775
1696,147,2515
1697,147,2830
1698,147,2438
1699,147,1453
1700,147,977
1701,147,2228
1702,147,802
1703,147,1916
1704,147,1143
1705,147,3046
1706,147,1282
1707,147,3527
1708,147,2721
1709,147,1878
1710,147,2733
1711,147,1737
1712,147,982
1713,147,2778
1714,147,2230
1715,147,737
1716,148,992
1717,148,144
1718,148,1171
1719,148,993
1720,148,1224
1721,148,1545
1722,148,97
1723,148,2891
1724,148,1737
1725,148,258
1726,148,2202
1727,148,1101
1728,148,2505
1729,148,38
1730,148,3129
1731,148,1621
1732,148,2866
1733,148,626
1734,148,79
1735,148,3075
1736,148,311
1737,148,1611
1738,148,316
1739,148,2779
1740,148,527
1741,148,1306
1742,148,35
1743,148,1166
1744,148,118
1745,148,98
1746,148,1428
1747,148,3030
1748,148,2111
1749,148,3031
1750,148,976
1751,148,3499
1752,148,2058
1753,148,1384
1754,148,1023
1755,149,3099
1756,149,1135
1757,149,1199
1758,149,1108
1759,149,1252
1760,149,2936
1761,149,1143
1762,149,2501
1763,149,1814
1764,149,3265
1765,149,3368
1766,149,2724
1767,149,3544
1768,149,2586
1769,149,2496
1770,149,2486
1771,149,347
1772,150,2012
1773,150,1059
1774,150,403
1775,150,20
1776,150,1282
1777,150,529
1778,150,1574
1779,150,2665
1780,150,2597
1781,150,2940
1782,150,981
1783,150,3076
1784,150,357
1785,150,495
1786,150,2136
1787,150,2887
1788,150,2333
1789,150,2334
1790,150,1417
1791,150,1196
1792,150,1124
1793,150,1366
1794,150,2758
1795,150,1016
1796,150,1260
1797,150,1537
1798,150,1384
1799,150,2455
1800,150,1120
1801,150,1159
1802,150,166
1803,150,3246
1804,150,2825
1805,150,484
1806,150,1511
1807,150,2855
1808,150,50
1809,150,2072
1810,150,1485
1811,150,1944
1812,150,537
1813,150,23
1814,150,3614
1815,150,1521
1816,153,2507
1817,153,802
1818,154,1886
1819,154,3500
1820,154,1348
1821,154,4
1822,154,1173
1823,154,1449
1824,154,3081
1825,154,2055
1826,154,2420
1827,154,1943
1828,154,136
1829,155,1566
1830,155,572
1831,155,869
1832,155,2303
1833,155,3433
1834,155,3470
1835,155,2600
1836,155,3031
1837,155,426
1838,155,2203
1839,155,890
1840,155,2519
1841,155,1504
1842,155,1356
1843,155,1294
1844,156,1934
1845,156,2591
1846,156,1005
1847,156,3246
1848,156,1003
1849,156,1144
1850,156,2775
1851,156,342
1852,156,203
1853,156,894
1854,156,1621
1855,156,1553
1856,156,1173
1857,156,2494
1858,156,1258
1859,156,457
1860,156,2337
1861,156,2822
1862,156,3321
1863,156,3508
1864,156,3031
1865,156,575
1866,156,1272
1867,156,2338
1868,156,138
1869,156,3286
1870,156,1019
1871,156,583
1872,156,699
1873,156,2976
1874,156,3589
1875,156,1743
1876,156,192
1877,156,3039
1878,156,517
1879,156,264
1880,157,2762
1881,157,851
1882,159,3277
1883,160,2475
1884,160,2166
1885,160,299
1886,160,1110
1887,160,1024
1888,160,527
1889,160,44
1890,160,332
1891,160,2202
1892,160,1202
1893,160,46
1894,160,735
1895,160,889
1896,160,2599
1897,160,1150
1898,160,426
1899,160,1774
1900,160,1059
1901,160,3043
1902,160,3238
1903,160,1003
1904,160,1171
1905,160,2262
1906,160,1179
1907,161,3577
1908,161,2494
1909,161,3099
1910,161,1384
1911,161,1173
1912,161,2141
1913,161,2838
1914,161,1877
1915,161,3502
1916,161,1821
1917,161,1050
1918,161,627
1919,162,2651
1920,162,1989
1921,162,3178
1922,162,1294
1923,162,1050
1924,162,3072
1925,162,310
1926,162,1449
1927,162,1244
1928,162,3098
1929,162,1846
1930,162,1563
1931,162,3060
1932,162,3220
1933,162,1610
1934,162,2763
1935,162,3512
1936,162,3045
